delta,alpha,Re,Cl,Cd,Cm,Cl_alpha
11.03,20.5,1,1.8938,0.23789,-0.2158,-1.15511
11.03,20.5,1.25,1.91071,0.23547,-0.212,-1.10367
11.03,20.5,1.5,1.92708,0.23368,-0.2092,-0.87589
11.03,20.5,1.75,1.94146,0.23228,-0.207,-0.885216
11.03,20.5,2,1.95428,0.23026,-0.204,-0.945181
11.03,20.5,2.5,1.97609,0.22808,-0.2007,-0.937639
11.03,20.5,3,1.9949,0.22524,-0.1965,-1.01584
11.03,20.5,3.5,2.00998,0.22385,-0.1943,-1.12346
11.03,20.5,4,2.02353,0.22234,-0.1921,-1.16745
11.03,21,0.2,nan,nan,nan,nan
11.03,21,0.3,nan,nan,nan,nan
11.03,21,0.4,nan,nan,nan,nan
11.03,21,0.5,nan,nan,nan,nan
11.03,21,0.6,nan,nan,nan,nan
11.03,21,0.7,nan,nan,nan,nan
11.03,21,0.8,1.86495,0.242087,-0.220877,-1.8964
11.03,21,0.9,1.8718,0.24302,-0.2227,-2.29548
11.03,21,1,1.88015,0.24189,-0.221,-2.07291
11.03,21,1.25,1.8985,0.2401,-0.218,-1.77379
11.03,21,1.5,1.91836,0.23848,-0.2154,-1.17603
11.03,21,1.75,1.93306,0.2365,-0.2123,-1.08645
11.03,21,2,1.94522,0.235,-0.21,-1.17919
11.03,21,2.5,1.96795,0.23266,-0.2063,-0.955688
11.03,21,3,1.98598,0.23019,-0.2026,-1.06029
11.03,21,3.5,2.00061,0.22875,-0.2004,-1.04045
11.03,21,4,2.01378,0.22651,-0.197,-1.08447
11.03,21.5,0.2,nan,nan,nan,nan
11.03,21.5,0.3,nan,nan,nan,nan
11.03,21.5,0.4,nan,nan,nan,nan
11.03,21.5,0.5,nan,nan,nan,nan
11.03,21.5,0.6,nan,nan,nan,nan
11.03,21.5,0.7,nan,nan,nan,nan
11.03,21.5,0.8,nan,nan,nan,nan
11.03,21.5,0.9,nan,nan,nan,nan
11.03,21.5,1,nan,nan,nan,nan
11.03,21.5,1.25,nan,nan,nan,nan
11.03,21.5,1.5,1.90542,0.24295,-0.2213,-1.86836
11.03,21.5,1.75,1.92152,0.24095,-0.2182,-1.62575
11.03,21.5,2,1.93263,0.2399,-0.2165,-1.77986
11.03,21.5,2.5,1.95875,0.23671,-0.2115,-1.2019
11.03,21.5,3,1.97568,0.23516,-0.209,-1.35111
11.03,21.5,3.5,1.99143,0.23313,-0.2058,-1.09283
11.03,21.5,4,2.00419,0.23148,-0.2033,-1.14315
11.03,22,0.2,nan,nan,nan,nan
11.03,22,0.3,nan,nan,nan,nan
11.03,22,0.4,nan,nan,nan,nan
11.03,22,0.5,nan,nan,nan,nan
11.03,22,0.6,nan,nan,nan,nan
11.03,22,0.7,nan,nan,nan,nan
11.03,22,0.8,nan,nan,nan,nan
11.03,22,0.9,nan,nan,nan,nan
11.03,22,1,nan,nan,nan,nan
11.03,22,1.25,nan,nan,nan,nan
11.03,22,1.5,nan,nan,nan,nan
11.03,22,1.75,nan,nan,nan,nan
11.03,22,2,nan,nan,nan,nan
11.03,22,2.5,1.94595,0.24146,-0.2179,-1.80223
11.03,22,3,1.96129,0.23961,-0.2149,-2.02366
11.03,22,3.5,1.98088,0.23743,-0.2114,-1.37085
11.03,22,4,1.99314,0.23627,-0.2096,-1.43958
11.03,22.5,0.2,nan,nan,nan,nan
11.03,22.5,0.3,nan,nan,nan,nan
11.03,22.5,0.4,nan,nan,nan,nan
11.03,22.5,0.5,nan,nan,nan,nan
11.03,22.5,0.6,nan,nan,nan,nan
11.03,22.5,0.7,nan,nan,nan,nan
11.03,22.5,0.8,nan,nan,nan,nan
11.03,22.5,0.9,nan,nan,nan,nan
11.03,22.5,1,nan,nan,nan,nan
11.03,22.5,1.25,nan,nan,nan,nan
11.03,22.5,1.5,nan,nan,nan,nan
11.03,22.5,1.75,nan,nan,nan,nan
11.03,22.5,2,nan,nan,nan,nan
11.03,22.5,2.5,nan,nan,nan,nan
11.03,22.5,3,nan,nan,nan,nan
11.03,22.5,3.5,1.9665,0.24227,-0.2179,-1.99459
11.03,22.5,4,1.97801,0.24078,-0.2156,-2.10202
11.03,23,0.2,nan,nan,nan,nan
11.03,23,0.3,nan,nan,nan,nan
11.03,23,0.4,nan,nan,nan,nan
11.03,23,0.5,nan,nan,nan,nan
11.03,23,0.6,nan,nan,nan,nan
11.03,23,0.7,nan,nan,nan,nan
11.03,23,0.8,nan,nan,nan,nan
11.03,23,0.9,nan,nan,nan,nan
11.03,23,1,nan,nan,nan,nan
11.03,23,1.25,nan,nan,nan,nan
11.03,23,1.5,nan,nan,nan,nan
11.03,23,1.75,nan,nan,nan,nan
11.03,23,2,nan,nan,nan,nan
11.03,23,2.5,nan,nan,nan,nan
11.03,23,3,nan,nan,nan,nan
11.03,23,3.5,nan,nan,nan,nan
11.03,23,4,nan,nan,nan,nan
11.03,23.5,0.2,nan,nan,nan,nan
11.03,23.5,0.3,nan,nan,nan,nan
11.03,23.5,0.4,nan,nan,nan,nan
11.03,23.5,0.5,nan,nan,nan,nan
11.03,23.5,0.6,nan,nan,nan,nan
11.03,23.5,0.7,nan,nan,nan,nan
11.03,23.5,0.8,nan,nan,nan,nan
11.03,23.5,0.9,nan,nan,nan,nan
11.03,23.5,1,nan,nan,nan,nan
11.03,23.5,1.25,nan,nan,nan,nan
11.03,23.5,1.5,nan,nan,nan,nan
11.03,23.5,1.75,nan,nan,nan,nan
11.03,23.5,2,nan,nan,nan,nan
11.03,23.5,2.5,nan,nan,nan,nan
11.03,23.5,3,nan,nan,nan,nan
11.03,23.5,3.5,nan,nan,nan,nan
11.03,23.5,4,nan,nan,nan,nan
11.03,24,0.2,nan,nan,nan,nan
11.03,24,0.3,nan,nan,nan,nan
11.03,24,0.4,nan,nan,nan,nan
11.03,24,0.5,nan,nan,nan,nan
11.03,24,0.6,nan,nan,nan,nan
11.03,24,0.7,nan,nan,nan,nan
11.03,24,0.8,nan,nan,nan,nan
11.03,24,0.9,nan,nan,nan,nan
11.03,24,1,nan,nan,nan,nan
11.03,24,1.25,nan,nan,nan,nan
11.03,24,1.5,nan,nan,nan,nan
11.03,24,1.75,nan,nan,nan,nan
11.03,24,2,nan,nan,nan,nan
11.03,24,2.5,nan,nan,nan,nan
11.03,24,3,nan,nan,nan,nan
11.03,24,3.5,nan,nan,nan,nan
11.03,24,4,nan,nan,nan,nan
11.03,24.5,0.2,nan,nan,nan,nan
11.03,24.5,0.3,nan,nan,nan,nan
11.03,24.5,0.4,nan,nan,nan,nan
11.03,24.5,0.5,nan,nan,nan,nan
11.03,24.5,0.6,nan,nan,nan,nan
11.03,24.5,0.7,nan,nan,nan,nan
11.03,24.5,0.8,nan,nan,nan,nan
11.03,24.5,0.9,nan,nan,nan,nan
11.03,24.5,1,nan,nan,nan,nan
11.03,24.5,1.25,nan,nan,nan,nan
11.03,24.5,1.5,nan,nan,nan,nan
11.03,24.5,1.75,nan,nan,nan,nan
11.03,24.5,2,nan,nan,nan,nan
11.03,24.5,2.5,nan,nan,nan,nan
11.03,24.5,3,nan,nan,nan,nan
11.03,24.5,3.5,nan,nan,nan,nan
11.03,24.5,4,nan,nan,nan,nan
11.03,25,0.2,nan,nan,nan,nan
11.03,25,0.3,nan,nan,nan,nan
11.03,25,0.4,nan,nan,nan,nan
11.03,25,0.5,nan,nan,nan,nan
11.03,25,0.6,nan,nan,nan,nan
11.03,25,0.7,nan,nan,nan,nan
11.03,25,0.8,nan,nan,nan,nan
11.03,25,0.9,nan,nan,nan,nan
11.03,25,1,nan,nan,nan,nan
11.03,25,1.25,nan,nan,nan,nan
11.03,25,1.5,nan,nan,nan,nan
11.03,25,1.75,nan,nan,nan,nan
11.03,25,2,nan,nan,nan,nan
11.03,25,2.5,nan,nan,nan,nan
11.03,25,3,nan,nan,nan,nan
11.03,25,3.5,nan,nan,nan,nan
11.03,25,4,nan,nan,nan,nan
13.38,-15,0.2,-0.253913,0.05977,-0.1203,9.9816
13.38,-15,0.3,-0.204287,0.05726,-0.128,9.14136
13.38,-15,0.4,-0.178504,0.05697,-0.1325,9.49147
13.38,-15,0.5,-0.150278,0.0569,-0.1378,9.59554
13.38,-15,0.6,-0.1239,0.05691,-0.1426,9.81449
13.38,-15,0.7,-0.10034,0.05697,-0.1467,9.83713
13.38,-15,0.8,-0.0776528,0.05711,-0.1508,9.71044
13.38,-15,0.9,-0.0582128,0.05726,-0.1544,9.66794
13.38,-15,1,-0.041064,0.05741,-0.1575,9.64599
13.38,-15,1.25,-0.00512486,0.05777,-0.1637,9.45158
13.38,-15,1.5,0.0227183,0.05807,-0.1684,9.26529
13.38,-15,1.75,0.0448246,0.05835,-0.1723,9.35848
13.38,-15,2,0.0636612,0.05859,-0.1755,9.33464
13.38,-15,2.5,0.0937318,0.05897,-0.1805,9.39558
13.38,-15,3,0.0802364,0.05636,-0.1698,13.0526
13.38,-15,3.5,0.138943,0.05947,-0.1879,9.13961
13.38,-15,4,0.114982,0.05687,-0.1752,12.7831
13.38,-14.5,0.2,-0.171857,0.0595,-0.1281,8.94789
13.38,-14.5,0.3,-0.129075,0.05762,-0.1332,8.25303
13.38,-14.5,0.4,-0.101221,0.05759,-0.1381,8.3976
13.38,-14.5,0.5,-0.0719909,0.05767,-0.1428,8.51028
13.38,-14.5,0.6,-0.0443457,0.05783,-0.1476,8.58773
13.38,-14.5,0.7,-0.0207665,0.05804,-0.1521,8.56959
13.38,-14.5,0.8,0.000994531,0.05825,-0.1558,8.47805
13.38,-14.5,0.9,0.0201024,0.05846,-0.159,8.43979
13.38,-14.5,1,0.037035,0.05864,-0.1618,8.40919
13.38,-14.5,1.25,0.071592,0.05909,-0.1677,8.27611
13.38,-14.5,1.5,0.0981636,0.05947,-0.1723,8.16041
13.38,-14.5,1.75,0.120551,0.05978,-0.1759,8.14111
13.38,-14.5,2,0.13912,0.06003,-0.1789,8.10258
13.38,-14.5,2.5,0.169334,0.06044,-0.1837,8.07843
13.38,-14.5,3,0.173728,0.05802,-0.1725,8.82138
13.38,-14.5,3.5,0.212621,0.06102,-0.1908,7.88442
13.38,-14.5,4,0.206815,0.05871,-0.1782,8.69329
13.38,-14,0.2,-0.0960449,0.05972,-0.1333,8.5012
13.38,-14,0.3,-0.0581478,0.05834,-0.1385,8.0901
13.38,-14,0.4,-0.029555,0.05849,-0.1431,8.12818
13.38,-14,0.5,0.00047418,0.05872,-0.148,8.19254
13.38,-14,0.6,0.0283039,0.05902,-0.1528,8.16296
13.38,-14,0.7,0.0515569,0.0593,-0.1568,8.10732
13.38,-14,0.8,0.0725694,0.05954,-0.1602,8.02411
13.38,-14,0.9,0.0912852,0.05978,-0.1631,7.97049
13.38,-14,1,0.107867,0.06003,-0.1659,7.91964
13.38,-14,1.25,0.141343,0.06054,-0.1715,7.79935
13.38,-14,1.5,0.167027,0.06093,-0.1757,7.70591
13.38,-14,1.75,0.188936,0.06126,-0.1791,7.62208
13.38,-14,2,0.207093,0.06153,-0.182,7.56646
13.38,-14,2.5,0.236808,0.06203,-0.1869,7.47966
13.38,-14,3,0.240552,0.05987,-0.1754,6.7835
13.38,-14,3.5,0.278513,0.06259,-0.1934,7.3063
13.38,-14,4,0.27282,0.06043,-0.1803,6.71317
13.38,-13.5,0.2,-0.0225181,0.06026,-0.1383,8.38882
13.38,-13.5,0.3,0.0131981,0.05933,-0.1433,8.30033
13.38,-13.5,0.4,0.0419053,0.0596,-0.1477,8.29698
13.38,-13.5,0.5,0.0721993,0.06001,-0.1529,8.29208
13.38,-13.5,0.6,0.0994211,0.06037,-0.1573,8.18737
13.38,-13.5,0.7,0.122051,0.06067,-0.1609,8.1015
13.38,-13.5,0.8,0.142321,0.06097,-0.1642,8.01334
13.38,-13.5,0.9,0.160474,0.06128,-0.1672,7.93758
13.38,-13.5,1,0.176514,0.06154,-0.1698,7.86471
13.38,-13.5,1.25,0.208904,0.06209,-0.175,7.73362
13.38,-13.5,1.5,0.233774,0.06252,-0.179,7.63792
13.38,-13.5,1.75,0.254796,0.06289,-0.1824,7.52317
13.38,-13.5,2,0.2724,0.06319,-0.1852,7.45242
13.38,-13.5,2.5,0.30116,0.06364,-0.1896,7.32376
13.38,-13.5,3,0.2961,0.06162,-0.1775,6.12041
13.38,-13.5,3.5,0.341362,0.06418,-0.1956,7.15037
13.38,-13.5,4,0.327821,0.06217,-0.1822,6.05982
13.38,-13,0.2,0.0508186,0.06104,-0.1427,8.43345
13.38,-13,0.3,0.0870977,0.06056,-0.1478,8.64318
13.38,-13,0.4,0.115748,0.06096,-0.1523,8.63846
13.38,-13,0.5,0.145698,0.06147,-0.1574,8.56614
13.38,-13,0.6,0.171782,0.06187,-0.1614,8.4144
13.38,-13,0.7,0.193563,0.06219,-0.1647,8.30743
13.38,-13,0.8,0.213024,0.06257,-0.1681,8.20993
13.38,-13,0.9,0.230422,0.0629,-0.1709,8.11336
13.38,-13,1,0.245744,0.06319,-0.1734,8.02251
13.38,-13,1.25,0.276912,0.06378,-0.1784,7.87338
13.38,-13,1.5,0.3009,0.06418,-0.1821,7.76651
13.38,-13,1.75,0.320871,0.06457,-0.1853,7.64337
13.38,-13,2,0.337807,0.06487,-0.1879,7.56189
13.38,-13,2.5,0.365329,0.06531,-0.192,7.40961
13.38,-13,3,0.34962,0.06342,-0.1794,6.2355
13.38,-13,3.5,0.403988,0.06593,-0.1981,7.2292
13.38,-13,4,0.380763,0.06404,-0.1842,6.16136
13.38,-12.5,0.2,0.124782,0.06208,-0.1466,8.51694
13.38,-12.5,0.3,0.163982,0.062,-0.1522,8.96461
13.38,-12.5,0.4,0.19267,0.06251,-0.1567,8.98068
13.38,-12.5,0.5,0.221746,0.06309,-0.1615,8.85576
13.38,-12.5,0.6,0.246388,0.06354,-0.1654,8.68056
13.38,-12.5,0.7,0.267178,0.06389,-0.1687,8.56184
13.38,-12.5,0.8,0.28575,0.0643,-0.1718,8.45612
13.38,-12.5,0.9,0.302235,0.06466,-0.1746,8.34459
13.38,-12.5,1,0.316709,0.06496,-0.1769,8.24265
13.38,-12.5,1.25,0.346505,0.06552,-0.1815,8.07815
13.38,-12.5,1.5,0.369512,0.06593,-0.185,7.96066
13.38,-12.5,1.75,0.388425,0.06631,-0.188,7.84325
13.38,-12.5,2,0.404623,0.06662,-0.1906,7.75641
13.38,-12.5,2.5,0.430769,0.0671,-0.1946,7.59574
13.38,-12.5,3,0.405961,0.06532,-0.1814,6.70973
13.38,-12.5,3.5,0.467827,0.06778,-0.2006,7.40978
13.38,-12.5,4,0.436368,0.06603,-0.1862,6.61497
13.38,-12,0.2,0.199365,0.06335,-0.1501,8.56655
13.38,-12,0.3,0.243235,0.06364,-0.1564,9.17598
13.38,-12,0.4,0.272194,0.06428,-0.1611,9.22264
13.38,-12,0.5,0.300024,0.06488,-0.1656,9.06572
13.38,-12,0.6,0.323105,0.06538,-0.1695,8.8859
13.38,-12,0.7,0.342839,0.06578,-0.1726,8.764
13.38,-12,0.8,0.360467,0.0661,-0.1752,8.65405
13.38,-12,0.9,0.375941,0.06646,-0.1778,8.53538
13.38,-12,1,0.389506,0.06676,-0.18,8.43006
13.38,-12,1.25,0.417826,0.06735,-0.1844,8.25795
13.38,-12,1.5,0.43978,0.06778,-0.1878,8.1354
13.38,-12,1.75,0.457725,0.06814,-0.1906,8.03164
13.38,-12,2,0.47316,0.06849,-0.1932,7.94477
13.38,-12,2.5,0.497913,0.06903,-0.1973,7.78774
13.38,-12,3,0.466949,0.06738,-0.1835,7.26366
13.38,-12,3.5,0.533345,0.06956,-0.2026,7.60222
13.38,-12,4,0.496446,0.06802,-0.188,7.15104
13.38,-11.5,0.2,0.274083,0.06478,-0.1535,8.54351
13.38,-11.5,0.3,0.323691,0.0654,-0.1602,9.23657
13.38,-11.5,0.4,0.353198,0.06624,-0.1655,9.31553
13.38,-11.5,0.5,0.379598,0.06674,-0.1692,9.14806
13.38,-11.5,0.6,0.401143,0.06729,-0.173,8.97777
13.38,-11.5,0.7,0.419826,0.06772,-0.1761,8.85984
13.38,-11.5,0.8,0.436494,0.06806,-0.1786,8.75075
13.38,-11.5,0.9,0.450931,0.06836,-0.1808,8.6329
13.38,-11.5,1,0.463588,0.06863,-0.1829,8.53137
13.38,-11.5,1.25,0.490408,0.06926,-0.1872,8.3612
13.38,-11.5,1.5,0.511298,0.06974,-0.1906,8.24098
13.38,-11.5,1.75,0.52841,0.07011,-0.1934,8.15434
13.38,-11.5,2,0.543105,0.07038,-0.1956,8.07212
13.38,-11.5,2.5,0.566537,0.07086,-0.1994,7.92761
13.38,-11.5,3,0.53246,0.06946,-0.1854,7.72541
13.38,-11.5,3.5,0.600379,0.07141,-0.2046,7.75025
13.38,-11.5,4,0.560925,0.06993,-0.1894,7.60279
13.38,-11,0.2,0.348223,0.06645,-0.1571,8.43356
13.38,-11,0.3,0.403983,0.06756,-0.165,9.1394
13.38,-11,0.4,0.434309,0.0683,-0.1694,9.24737
13.38,-11,0.5,0.459273,0.06891,-0.1734,9.08849
13.38,-11,0.6,0.47941,0.06933,-0.1765,8.93748
13.38,-11,0.7,0.497101,0.06972,-0.1793,8.82894
13.38,-11,0.8,0.51284,0.07011,-0.1819,8.72568
13.38,-11,0.9,0.526277,0.07044,-0.1841,8.61565
13.38,-11,1,0.538087,0.07073,-0.1861,8.52371
13.38,-11,1.25,0.563464,0.07129,-0.1901,8.36458
13.38,-11,1.5,0.583341,0.07174,-0.1933,8.25383
13.38,-11,1.75,0.599775,0.0721,-0.1959,8.18479
13.38,-11,2,0.613786,0.07236,-0.198,8.11086
13.38,-11,2.5,0.636034,0.07271,-0.2013,7.98481
13.38,-11,3,0.601243,0.07142,-0.1868,8.00373
13.38,-11,3.5,0.668392,0.07327,-0.2063,7.82311
13.38,-11,4,0.628629,0.07187,-0.1906,7.88076
13.38,-10.5,0.2,0.42103,0.06831,-0.1607,8.2393
13.38,-10.5,0.3,0.482788,0.06996,-0.1697,8.89972
13.38,-10.5,0.4,0.514162,0.07076,-0.1741,9.03074
13.38,-10.5,0.5,0.537832,0.07125,-0.1775,8.89541
13.38,-10.5,0.6,0.556759,0.07164,-0.1804,8.76956
13.38,-10.5,0.7,0.573558,0.07206,-0.1831,8.674
13.38,-10.5,0.8,0.588436,0.07239,-0.1854,8.58065
13.38,-10.5,0.9,0.600968,0.07266,-0.1873,8.48382
13.38,-10.5,1,0.612032,0.07287,-0.189,8.40552
13.38,-10.5,1.25,0.636096,0.07343,-0.1928,8.26475
13.38,-10.5,1.5,0.655069,0.07382,-0.1957,8.16914
13.38,-10.5,1.75,0.670972,0.07406,-0.198,8.11623
13.38,-10.5,2,0.684384,0.07433,-0.2001,8.05305
13.38,-10.5,2.5,0.705625,0.07474,-0.2034,7.94878
13.38,-10.5,3,0.671519,0.07344,-0.188,8.06581
13.38,-10.5,3.5,0.736663,0.0753,-0.2084,7.80888
13.38,-10.5,4,0.697864,0.07394,-0.1919,7.95168
13.38,-10,0.2,0.491819,0.07059,-0.1653,7.97405
13.38,-10,0.3,0.55898,0.07285,-0.1753,8.54602
13.38,-10,0.4,0.591573,0.07356,-0.1792,8.69303
13.38,-10,0.5,0.614203,0.07403,-0.1824,8.59125
13.38,-10,0.6,0.632151,0.07422,-0.1845,8.49314
13.38,-10,0.7,0.64818,0.07458,-0.187,8.41245
13.38,-10,0.8,0.662298,0.07484,-0.189,8.33183
13.38,-10,0.9,0.674055,0.07502,-0.1906,8.25167
13.38,-10,1,0.684505,0.07522,-0.1921,8.18924
13.38,-10,1.25,0.707439,0.07569,-0.1956,8.07167
13.38,-10,1.5,0.725658,0.07597,-0.1981,7.99478
13.38,-10,1.75,0.741161,0.07628,-0.2005,7.95545
13.38,-10,2,0.754073,0.07654,-0.2025,7.90429
13.38,-10,2.5,0.774504,0.0769,-0.2057,7.82291
13.38,-10,3,0.741408,0.07562,-0.1895,7.91909
13.38,-10,3.5,0.804432,0.0774,-0.2104,7.70891
13.38,-10,4,0.766824,0.07615,-0.1934,7.82119
13.38,-9.5,0.2,0.560053,0.07375,-0.1719,7.65704
13.38,-9.5,0.3,0.631713,0.07696,-0.1835,8.11313
13.38,-9.5,0.4,0.665633,0.07769,-0.1873,8.26901
13.38,-9.5,0.5,0.687541,0.07764,-0.1889,8.20579
13.38,-9.5,0.6,0.704755,0.07757,-0.1902,8.13531
13.38,-9.5,0.7,0.720147,0.07761,-0.1917,8.06989
13.38,-9.5,0.8,0.733622,0.0777,-0.1932,8.00342
13.38,-9.5,0.9,0.744759,0.07788,-0.1948,7.94149
13.38,-9.5,1,0.754736,0.07801,-0.1961,7.89544
13.38,-9.5,1.25,0.776754,0.07834,-0.1991,7.80332
13.38,-9.5,1.5,0.794389,0.07867,-0.2017,7.7465
13.38,-9.5,1.75,0.809597,0.07884,-0.2036,7.71774
13.38,-9.5,2,0.822116,0.07906,-0.2055,7.67876
13.38,-9.5,2.5,0.841935,0.07928,-0.2083,7.61959
13.38,-9.5,3,0.80922,0.0781,-0.1914,7.59668
13.38,-9.5,3.5,0.870989,0.07956,-0.2123,7.53334
13.38,-9.5,4,0.833871,0.0783,-0.1945,7.51994
13.38,-9,0.2,0.625372,0.07509,-0.1721,7.3098
13.38,-9,0.3,0.700455,0.07884,-0.1848,7.63704
13.38,-9,0.4,0.73575,0.08043,-0.1908,7.79528
13.38,-9,0.5,0.757278,0.08115,-0.1943,7.7711
13.38,-9,0.6,0.77399,0.08159,-0.197,7.7261
13.38,-9,0.7,0.788875,0.08192,-0.1992,7.67512
13.38,-9,0.8,0.801832,0.08221,-0.2011,7.62292
13.38,-9,0.9,0.812509,0.08199,-0.2016,7.57908
13.38,-9,1,0.822152,0.08184,-0.2022,7.54848
13.38,-9,1.25,0.843477,0.08169,-0.2039,7.48158
13.38,-9,1.5,0.860702,0.08159,-0.2054,7.44413
13.38,-9,1.75,0.875694,0.08167,-0.2071,7.4229
13.38,-9,2,0.887924,0.08159,-0.2082,7.39535
13.38,-9,2.5,0.907317,0.08169,-0.2106,7.35636
13.38,-9,3,0.873622,0.08048,-0.1926,7.14595
13.38,-9,3.5,0.935738,0.08178,-0.2142,7.29754
13.38,-9,4,0.897704,0.0805,-0.1956,7.09263
13.38,-8.5,0.2,0.687607,0.07642,-0.1721,6.9535
13.38,-8.5,0.3,0.764977,0.08028,-0.1848,7.15131
13.38,-8.5,0.4,0.801642,0.08192,-0.1908,7.30632
13.38,-8.5,0.5,0.823119,0.08263,-0.1943,7.3179
13.38,-8.5,0.6,0.839537,0.08305,-0.1969,7.29483
13.38,-8.5,0.7,0.854034,0.08335,-0.199,7.25657
13.38,-8.5,0.8,0.866595,0.08363,-0.2008,7.21764
13.38,-8.5,0.9,0.876962,0.08386,-0.2025,7.19033
13.38,-8.5,1,0.886399,0.08407,-0.204,7.17314
13.38,-8.5,1.25,0.907243,0.08455,-0.2072,7.1292
13.38,-8.5,1.5,0.924218,0.08495,-0.2098,7.10873
13.38,-8.5,1.75,0.939047,0.0853,-0.2121,7.09225
13.38,-8.5,2,0.951081,0.08539,-0.2136,7.07469
13.38,-8.5,2.5,0.970211,0.08507,-0.215,7.0529
13.38,-8.5,3,0.933721,0.08352,-0.1948,6.61972
13.38,-8.5,3.5,0.998231,0.08472,-0.2175,7.0193
13.38,-8.5,4,0.957441,0.08333,-0.1977,6.58958
13.38,-8,0.2,0.746762,0.0778,-0.1722,6.60704
13.38,-8,0.3,0.825325,0.08172,-0.1847,6.68463
13.38,-8,0.4,0.863312,0.08339,-0.1907,6.83186
13.38,-8,0.5,0.885025,0.0841,-0.1942,6.8732
13.38,-8,0.6,0.901321,0.08448,-0.1967,6.86764
13.38,-8,0.7,0.915531,0.08478,-0.1987,6.8398
13.38,-8,0.8,0.927804,0.08502,-0.2005,6.81225
13.38,-8,0.9,0.937996,0.08525,-0.2021,6.7989
13.38,-8,1,0.947331,0.08544,-0.2036,6.79235
13.38,-8,1.25,0.967878,0.08591,-0.2067,6.76757
13.38,-8,1.5,0.984736,0.08631,-0.2094,6.76049
13.38,-8,1.75,0.999434,0.08664,-0.2116,6.74644
13.38,-8,2,1.01135,0.08688,-0.2134,6.73696
13.38,-8,2.5,1.03035,0.08725,-0.2164,6.72883
13.38,-8,3,0.989089,0.08645,-0.1966,6.06985
13.38,-8,3.5,1.05818,0.08771,-0.2207,6.71674
13.38,-8,4,1.01264,0.08682,-0.2004,6.06055
13.38,-7.5,0.2,0.802995,0.07922,-0.1723,6.28596
13.38,-7.5,0.3,0.881768,0.08313,-0.1844,6.25948
13.38,-7.5,0.4,0.920992,0.08485,-0.1905,6.3954
13.38,-7.5,0.5,0.943168,0.08555,-0.1939,6.45872
13.38,-7.5,0.6,0.959474,0.08592,-0.1964,6.4659
13.38,-7.5,0.7,0.973478,0.08619,-0.1984,6.4459
13.38,-7.5,0.8,0.985551,0.0864,-0.2001,6.42733
13.38,-7.5,0.9,0.995676,0.08662,-0.2017,6.42468
13.38,-7.5,1,1.00499,0.08682,-0.2031,6.42564
13.38,-7.5,1.25,1.02539,0.08726,-0.2062,6.41529
13.38,-7.5,1.5,1.04223,0.08762,-0.2088,6.41732
13.38,-7.5,1.75,1.0568,0.08789,-0.2109,6.4039
13.38,-7.5,2,1.06867,0.0881,-0.2127,6.40033
13.38,-7.5,2.5,1.08764,0.08843,-0.2155,6.40211
13.38,-7.5,3,1.03973,0.08752,-0.195,5.54269
13.38,-7.5,3.5,1.11544,0.08884,-0.2197,6.40679
13.38,-7.5,4,1.06327,0.08794,-0.1985,5.55029
13.38,-7,0.2,0.856581,0.08064,-0.1723,6.00173
13.38,-7,0.3,0.934741,0.08452,-0.1841,5.89153
13.38,-7,0.4,0.975092,0.08628,-0.1902,6.01351
13.38,-7,0.5,0.997885,0.08699,-0.1936,6.09027
13.38,-7,0.6,1.01429,0.08734,-0.196,6.10549
13.38,-7,0.7,1.02815,0.08758,-0.1979,6.09074
13.38,-7,0.8,1.04009,0.0878,-0.1996,6.07846
13.38,-7,0.9,1.05022,0.08799,-0.2012,6.083
13.38,-7,1,1.05957,0.08818,-0.2026,6.08829
13.38,-7,1.25,1.07992,0.08856,-0.2056,6.08723
13.38,-7,1.5,1.0968,0.08887,-0.208,6.09393
13.38,-7,1.75,1.11126,0.0891,-0.21,6.07989
13.38,-7,2,1.12311,0.0893,-0.2118,6.08001
13.38,-7,2.5,1.14213,0.08958,-0.2146,6.08801
13.38,-7,3,1.08601,0.0885,-0.1934,5.07621
13.38,-7,3.5,1.17002,0.08996,-0.2187,6.10416
13.38,-7,4,1.10967,0.08893,-0.1967,5.09574
13.38,-6.5,0.2,0.907874,0.08206,-0.1721,5.76163
13.38,-6.5,0.3,0.984787,0.08589,-0.1836,5.58969
13.38,-6.5,0.4,1.02614,0.0877,-0.1897,5.69585
13.38,-6.5,0.5,1.04963,0.08841,-0.1931,5.77761
13.38,-6.5,0.6,1.06619,0.08875,-0.1954,5.79658
13.38,-6.5,0.7,1.07992,0.08897,-0.1973,5.78469
13.38,-6.5,0.8,1.09178,0.08916,-0.199,5.77603
13.38,-6.5,0.9,1.10197,0.08932,-0.2005,5.78428
13.38,-6.5,1,1.11137,0.08948,-0.2018,5.79098
13.38,-6.5,1.25,1.13173,0.08981,-0.2047,5.79418
13.38,-6.5,1.5,1.14867,0.09008,-0.2071,5.80135
13.38,-6.5,1.75,1.16301,0.09029,-0.2091,5.78595
13.38,-6.5,2,1.17486,0.09047,-0.2108,5.78769
13.38,-6.5,2.5,1.19397,0.09072,-0.2136,5.79849
13.38,-6.5,3,1.12858,0.0894,-0.1917,4.69838
13.38,-6.5,3.5,1.22203,0.09107,-0.2176,5.82072
13.38,-6.5,4,1.15245,0.08981,-0.1949,4.72445
13.38,-6,0.2,0.957278,0.08348,-0.1719,5.56885
